,book_id,title,format,authors,size,publicationYear,genres
828073,21091.0,"Perfect (Pretty Little Liars, #3)",Paperback,93970,298,2007,"young-adult,mystery,thriller,crime,fiction,romance"
828995,7381.0,V for Vendetta,Hardcover,"3961,3960",296,2005,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
829706,21451.0,I Was Here,Hardcover,295178,270,2015,"young-adult,romance,fiction,mystery,thriller,crime"
831844,6699.0,"Entwined with You (Crossfire, #3)",Paperback,19823,356,2013,"romance,fiction"
836001,858.0,The Great Gatsby,Paperback,3190,180,2004,"fiction,history,historical fiction,biography,romance,young-adult"
840138,8218.0,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Paperback,4,167,2002,"fiction,fantasy,paranormal,young-adult,romance"
840141,675.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Paperback,4,250,2009,"fiction,fantasy,paranormal,young-adult"
840142,8219.0,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Paperback,4,224,2005,"fiction,fantasy,paranormal,young-adult"
841014,21595.0,"Freak the Mighty (Freak The Mighty, #1)",Paperback,5817,169,2001,"young-adult,fiction,children"
841847,4990.0,"The Diviners (The Diviners, #1)",Hardcover,2526,578,2012,"young-adult,fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
841999,19573.0,Twenty Boy Summer,Hardcover,2188726,290,2009,"young-adult,romance,fiction"
842841,72381.0,The Pit and the Pendulum,Paperback,4624490,56,1995,"fiction,mystery,thriller,crime,poetry,fantasy,paranormal,history,historical fiction,biography,young-adult"
843396,3706.0,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",ebook,4039811,50,2013,"young-adult,fantasy,paranormal,fiction,romance,non-fiction"
845270,13527.0,The Butterfly Garden (The Collector #1),Kindle Edition,5805694,288,2016,"mystery,thriller,crime,fiction,young-adult"
845588,1039.0,If You Give a Mouse a Cookie,Hardcover,"87184,42436",40,2015,"children,fiction,fantasy,paranormal"
847128,12940.0,Beautiful Ruins,Hardcover,12667,337,2012,"fiction,history,historical fiction,biography,romance"
847512,271814.0,Put Out More Flags,Paperback,11315,304,2002,"fiction,history,historical fiction,biography"
850703,7989.0,The Screwtape Letters,Hardcover,1069006,223,2013,"fiction,fantasy,paranormal,non-fiction"
856118,8403.0,Needful Things,Paperback,3389,790,1992,"fiction,mystery,thriller,crime,fantasy,paranormal"
856214,1088.0,The Shack,Paperback,15481463,252,2007,"fiction,fantasy,paranormal,mystery,thriller,crime,non-fiction"
856234,51.0,"The Pillars of the Earth (Kingsbridge, #1)",Paperback,"3447,4502788",973,2002,"fiction,history,historical fiction,biography,fantasy,paranormal,romance,mystery,thriller,crime"
857212,18656.0,The Distance Between Us,Paperback,5027236,312,2013,"young-adult,romance,fiction"
861042,944.0,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",Paperback,"1077326,2927",652,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
861428,8384.0,Prozac Nation,Paperback,4370,368,1995,"non-fiction,history,historical fiction,biography,fiction,young-adult"
861818,13086.0,Silas Marner,Paperback,173,262,2005,"fiction,history,historical fiction,biography"
864001,7427.0,The Age of Innocence,Paperback,"16,26993",305,2004,"fiction,history,historical fiction,biography,romance"
864326,6464.0,"Fade (Wake, #2)",Hardcover,767547,248,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
865193,7673.0,Schindler's List,Paperback,6900,429,1994,"history,historical fiction,biography,non-fiction,fiction,comics,graphic"
865903,13705.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Paperback,"854076,29004",178,2003,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
870470,19073.0,The Adventures of Tom Sawyer,Paperback,"1244,2022,22653",225,2006,"fiction,young-adult,history,historical fiction,biography,children"
870714,7208.0,The Girls,Hardcover,2926065,355,2016,"fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
870932,13697.0,"Faith of the Fallen (Sword of Truth, #6)",Mass Market Paperback,3441,785,2001,"fantasy,paranormal,fiction,romance"
872025,19059.0,Julius Caesar,Paperback,"947,235886",95,2002,"fiction,history,historical fiction,biography,poetry,young-adult,mystery,thriller,crime"
872576,63904.0,Wayside School Is Falling Down (Wayside School #2),Paperback,"6569,50418",152,1990,"children,fiction,young-adult,fantasy,paranormal"
873294,417.0,Bossypants,Kindle Edition,4385839,283,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
873615,39040.0,The Swiss Family Robinson,Hardcover,"2897630,78071,433174",352,2006,"fiction,children,young-adult,history,historical fiction,biography,fantasy,paranormal"
873875,20003.0,"The Throne of Fire (Kane Chronicles, #2)",Hardcover,15872,452,2011,"fantasy,paranormal,young-adult,fiction,children,romance,mystery,thriller,crime"
876460,19888.0,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Hardcover,8546,310,2005,"non-fiction,history,historical fiction,biography,fiction"
876570,7382.0,Mansfield Park,Paperback,1265,560,2003,"fiction,romance,history,historical fiction,biography"
876696,21876.0,"Love, Stargirl (Stargirl, #2)",Hardcover,12696,288,2007,"young-adult,fiction,romance,children"
878580,7978.0,The Prophet,Paperback,6466154,127,2010,"poetry,fiction,non-fiction"
880465,17543.0,The Old Man and the Sea,Hardcover,1455,132,1996,"fiction,history,historical fiction,biography,young-adult"
886644,301.0,"The Cuckoo's Calling (Cormoran Strike, #1)",Hardcover,"383606,1077326",455,2013,"mystery,thriller,crime,fiction"
889391,51972.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike,Hardcover,4032085,256,2010,"non-fiction,fantasy,paranormal,young-adult,fiction,children"
890817,12903.0,"The Magician's Nephew (Chronicles of Narnia, #6)",Paperback,1069006,221,2005,"fantasy,paranormal,fiction,young-adult,children"
892062,5467.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Hardcover,15872,279,2006,"fantasy,paranormal,young-adult,fiction,children,romance"
892063,7008.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Paperback,15872,375,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
892965,28681.0,Guess How Much I Love You,Board book,"25838,63392",20,2005,"children,fiction,fantasy,paranormal,young-adult"
893047,553.0,Les Misérables,Mass Market Paperback,"13661,655301,444488",1463,1987,"fiction,history,historical fiction,biography,romance"
893051,23316.0,Les Misérables,Hardcover,"13661,35796,579496",1480,1998,"fiction,history,historical fiction,biography,romance"
893252,13549.0,Rebecca,ebook,2001717,449,2013,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography"
894530,5584.0,The Scorpio Races,Hardcover,1330292,409,2011,"fantasy,paranormal,young-adult,romance,fiction"
894969,15090.0,The Tales of Beedle the Bard,Hardcover,1077326,109,2008,"fantasy,paranormal,young-adult,fiction,children"
895256,7376.0,"The Walking Dead, Vol. 01: Days Gone Bye",Paperback,"12425,16965",144,2013,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime"
896376,16825.0,Perfume: The Story of a Murderer,Paperback,"39402,60286",263,1987,"fiction,history,historical fiction,biography,mystery,thriller,crime,fantasy,paranormal"
896949,7964.0,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Paperback,"3724,3723",252,1988,"non-fiction,history,historical fiction,biography,young-adult,fiction,children"
897200,13046.0,The Luminaries,Hardcover,2093764,848,2013,"fiction,history,historical fiction,biography,mystery,thriller,crime"
901148,50994.0,"Persepolis, Volume 1",Paperback,6238,76,2000,"comics,graphic,non-fiction,fiction,history,historical fiction,biography,young-adult"
901499,1251.0,The Wonder,Hardcover,23613,291,2016,"fiction,history,historical fiction,biography,mystery,thriller,crime"
901623,19897.0,The Jungle Books,Paperback,"6989,51587",368,2005,"children,fiction,history,historical fiction,biography,fantasy,paranormal,poetry,young-adult"
901628,18697.0,The Jungle,Paperback,"23510,277396,4404914",335,2003,"fiction,history,historical fiction,biography,non-fiction"
901672,1513.0,Defending Jacob,Hardcover,218843,421,2012,"fiction,mystery,thriller,crime"
901992,6616.0,"Existence (Existence Trilogy, #1)",Kindle Edition,4872191,161,2011,"fantasy,paranormal,young-adult,romance,fiction"
902010,1004.0,Room,Hardcover,23613,321,2010,"fiction,mystery,thriller,crime,young-adult"
904396,12958.0,"The Warded Man (Demon Cycle, #1)",Hardcover,1405152,416,2009,"fantasy,paranormal,fiction,young-adult"
904714,2403.0,"Queen of Shadows (Throne of Glass, #4)",Hardcover,3433047,648,2015,"fantasy,paranormal,young-adult,romance,fiction"
905193,1191.0,"Animal, Vegetable, Miracle: A Year of Food Life",Hardcover,"3541,267117,14311,2931005",370,2007,"non-fiction,history,historical fiction,biography,fiction"
907409,5317.0,"Into the Still Blue (Under the Never Sky, #3)",Hardcover,4637369,389,2014,"young-adult,romance,fantasy,paranormal,fiction"
909321,1375.0,Lies That Chelsea Handler Told Me,Audio CD,"20357,5770323,5770324,124109,5770325,4495084,5770326,5770327,5770328,5770329,140486,5770330,3102809,4852882",8,2011,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
910800,7233.0,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",Hardcover,3490,400,2013,"fiction,romance,young-adult"
911880,17622.0,"Odd Thomas (Odd Thomas, #1)",Paperback,9355,446,2006,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
913592,18211.0,Two Boys Kissing,Hardcover,11664,196,2013,"young-adult,romance,fiction"
914722,52165.0,"In Too Deep (The 39 Clues, #6)",Hardcover,11912,206,2009,"mystery,thriller,crime,young-adult,fiction,children,fantasy,paranormal,history,historical fiction,biography"
915967,22429.0,The Cricket in Times Square,Mass Market Paperback,"13705,30916",176,1999,"children,fiction,fantasy,paranormal,young-adult"
918448,17274.0,"Elantris (Elantris, #1)",Mass Market Paperback,38550,615,2006,"fantasy,paranormal,fiction,romance,young-adult,mystery,thriller,crime"
918451,12966.0,"The Final Empire (Mistborn, #1)",Hardcover,38550,541,2006,"fantasy,paranormal,fiction,young-adult,romance"
919258,1271.0,The Sun Is Also a Star,Hardcover,7353006,348,2016,"young-adult,romance,fiction"
919708,6809.0,"The Rise of Nine (Lorien Legacies, #3)",Hardcover,3380908,360,2012,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
920842,7238.0,Flowers for Algernon,Paperback,11072,311,2005,"fiction,young-adult,fantasy,paranormal,romance,children"
922834,19531.0,The Coldest Girl in Coldtown,Hardcover,25422,419,2013,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
923386,15479.0,The Thorn Birds,Mass Market Paperback,4917067,692,2003,"fiction,history,historical fiction,biography,romance"
925171,51086.0,The Shock of the Fall,Hardcover,6569002,310,2013,"fiction,young-adult,mystery,thriller,crime"
925681,18723.0,The Invisible Man,Paperback,880695,192,2002,"fiction,fantasy,paranormal,mystery,thriller,crime"
926757,70183.0,One Fifth Avenue,Audiobook,"4415,478555",5,2008,"fiction,romance"
934178,138.0,"Red Rising (Red Rising, #1)",Hardcover,6474348,382,2014,"fiction,young-adult,fantasy,paranormal,romance"
935670,17363.0,The Last Wish,Hardcover,"38569,591108",384,2007,"fantasy,paranormal,fiction,romance"
936820,15170.0,"Hannibal (Hannibal Lecter, #3)",Paperback,12455,564,2000,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
937474,7508.0,"Hallowed (Unearthly, #2)",Hardcover,3290920,403,2012,"young-adult,fantasy,paranormal,romance,fiction"
939161,13564.0,"An Echo in the Bone (Outlander, #7)",Hardcover,3617,1149,2010,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
944700,16285.0,Twilight: The Complete Illustrated Movie Companion,Paperback,61939,144,2008,"young-adult,fantasy,paranormal,non-fiction,romance,fiction"
944703,19904.0,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",Hardcover,941441,543,2011,"young-adult,fantasy,paranormal,romance,fiction,non-fiction,comics,graphic"
945152,370.0,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Hardcover,2960227,288,2012,"fiction,mystery,thriller,crime,fantasy,paranormal,young-adult"
945172,19288.0,"Shadow Souls (The Vampire Diaries: The Return, #2)",Hardcover,50873,599,2010,"young-adult,fantasy,paranormal,romance,fiction"
946388,1594.0,"The Maze Runner (Maze Runner, #1)",Hardcover,348878,384,2009,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime,romance"
947400,28520.0,"Saphirblau (Edelstein-Trilogie, #2)",Hardcover,298438,395,2010,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
948005,14814.0,This Is How You Lose Her,Hardcover,55215,217,2012,"fiction,romance"
948687,3351.0,"Eve (Eve, #1)",Hardcover,1792350,336,2011,"young-adult,romance,fiction,fantasy,paranormal"
950800,5867.0,"Glass (Crank, #2)",Hardcover,2821144,681,2007,"young-adult,poetry,fiction,romance"
951615,2141.0,"The Eye of Minds (The Mortality Doctrine, #1)",Hardcover,348878,308,2013,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime"
951830,20781.0,Faust: First Part,Paperback,"285217,119135",327,1988,"fiction,poetry,fantasy,paranormal,history,historical fiction,biography,romance"
952533,88362.0,Headlong,Paperback,57501,400,2005,"fiction,history,historical fiction,biography,mystery,thriller,crime"
952653,21089.0,"Wicked (Pretty Little Liars, #5)",Library Binding,93970,312,2008,"young-adult,fiction,mystery,thriller,crime,romance"
952654,21088.0,"Wanted (Pretty Little Liars, #8)",Hardcover,93970,261,2010,"young-adult,mystery,thriller,crime,fiction,romance"
954121,13696.0,"Soul of the Fire (Sword of Truth, #5)",Mass Market Paperback,3441,788,2000,"fantasy,paranormal,fiction,romance"
956009,950.0,"The Bean Trees (Greer Family, #1)",Hardcover,3541,232,1989,"fiction,young-adult"
959559,32051.0,Barkskins,Hardcover,1262010,717,2016,"fiction,history,historical fiction,biography"
963342,609.0,The Graveyard Book,Hardcover,"1221698,10365",312,2008,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
963469,1561.0,"The Magician's Land (The Magicians, #3)",Kindle Edition,142270,402,2014,"fantasy,paranormal,fiction,young-adult"
966703,12110.0,Ugly Love,Kindle Edition,5430144,337,2014,"romance,fiction,young-adult"
967324,14520.0,Mischling,Hardcover,2894415,344,2016,"fiction,history,historical fiction,biography"
968974,6691.0,"Sweet Evil (Sweet, #1)",Paperback,4279785,447,2012,"young-adult,fantasy,paranormal,romance,fiction"
969557,47027.0,"Shiloh (Shiloh, #1)",Paperback,13608,145,2003,"fiction,children,young-adult,history,historical fiction,biography"
972211,12759.0,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Hardcover,"47672,428566",487,2007,"mystery,thriller,crime,young-adult,fiction,fantasy,paranormal,children"
972609,6224.0,Vampire Academy: The Ultimate Guide,Paperback,"38531,137902",305,2011,"young-adult,fantasy,paranormal,romance,fiction,non-fiction"
975458,39033.0,Drawing from Memory,Hardcover,121814,64,2011,"history,historical fiction,biography,non-fiction,comics,graphic,children,young-adult,fiction"
976073,16195.0,"Just One Day (Just One Day, #1)",Paperback,295178,369,2013,"young-adult,romance,fiction"
977550,30071.0,Carry On,Paperback,4208569,518,2016,"romance,fantasy,paranormal,young-adult,fiction,mystery,thriller,crime"
978904,26043.0,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",Paperback,"150810,362098",198,2008,"fantasy,paranormal,comics,graphic,young-adult,fiction,romance"
981362,18647.0,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Paperback,151371,355,2015,"fiction,young-adult,romance"
986126,14401.0,"Prince Caspian (Chronicles of Narnia, #2)",Hardcover,1069006,240,2005,"fantasy,paranormal,fiction,young-adult,children"
986267,123.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Hardcover,162578,287,2012,non-fiction
990073,6522.0,"Splintered (Splintered, #1)",Hardcover,5186274,371,2013,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
990349,39407.0,"Scion of Ikshvaku (RamChandra, #1)",Paperback,4343092,354,2015,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime"
